serial,brand,gender,price,total_sale,seller_reviews,year,volume
6273,Zeppelin,Men's watch/Unisex,29452.5,3109.0,2199.0,2024-01-01,High Sale
6274,Jean Marcel,Men's watch/Unisex,265567.5,1076.0,944.0,2024-01-01,Medium Sale
6279,Ollech & Wajs,Men's watch/Unisex,246097.5,2032.0,1631.0,1970-01-01,Medium Sale
6288,Orient,Men's watch/Unisex,27472.5,2073.0,1305.0,2022-01-01,Medium Sale
6292,Hamilton,Men's watch/Unisex,58987.5,1463.0,1008.0,2023-01-01,Medium Sale
6296,Tiffany,Men's watch/Unisex,196845.0,757.0,480.0,2004-01-01,Medium Sale
6298,Waltham,Men's watch/Unisex,13612.5,1393.0,862.0,1954-01-01,Medium Sale
6305,Michel Herbelin,Women's watch,44632.5,2330.0,1745.0,2024-01-01,Medium Sale
6306,Festina,Men's watch/Unisex,9817.5,14642.0,448.0,2016-01-01,High Sale
6310,Audemars Piguet,Men's watch/Unisex,9735000.0,544.0,399.0,2022-01-01,Low Sale
6312,Ingersoll,Men's watch/Unisex,20460.0,14642.0,7436.0,2024-01-01,High Sale
6314,Dewitt,Men's watch/Unisex,1047750.0,239.0,188.0,2010-01-01,Low Sale
6319,Shinola,Men's watch/Unisex,65917.5,2264.0,1331.0,2022-01-01,Medium Sale
6326,Ernest Borel,Men's watch/Unisex,86625.0,313.0,257.0,2024-01-01,Low Sale
6331,Eterna,Men's watch/Unisex,35310.0,2845.0,1759.0,1990-01-01,Medium Sale
6333,Franc Vila,Men's watch/Unisex,717750.0,239.0,188.0,2024-01-01,Low Sale
6336,Paul Picot,Men's watch/Unisex,211200.0,5035.0,3909.0,2023-01-01,High Sale
6340,Bedat & Co,Women's watch,288667.5,1103.0,659.0,2024-01-01,Medium Sale
6341,Vostok,Men's watch/Unisex,12457.5,805.0,552.0,2024-01-01,Medium Sale
6342,B.R.M,Men's watch/Unisex,721132.5,566.0,448.0,2024-01-01,Low Sale
6343,Bulova,Men's watch/Unisex,41662.5,219.0,144.0,2023-01-01,Low Sale
6346,Hanhart,Men's watch/Unisex,222832.5,1076.0,944.0,2024-01-01,Medium Sale
6352,Montblanc,Men's watch/Unisex,495000.0,14642.0,448.0,2024-01-01,High Sale
6353,Seiko,Men's watch/Unisex,33000.0,2264.0,1331.0,2024-01-01,Medium Sale
6355,Luminox,Men's watch/Unisex,29040.0,19490.0,12237.0,2024-01-01,High Sale
6356,Laco,Men's watch/Unisex,87697.5,401.0,291.0,2023-01-01,Low Sale
6357,Glycine,Men's watch/Unisex,44302.5,8544.0,4712.0,2024-01-01,High Sale
6366,Traser,Men's watch/Unisex,50820.0,14642.0,7436.0,2024-01-01,High Sale
6367,Jacques Lemans,Men's watch/Unisex,14355.0,410.0,95.0,2024-01-01,Low Sale
6373,Yema,Men's watch/Unisex,147675.0,219.0,172.0,1990-01-01,Low Sale
6375,Davosa,Men's watch/Unisex,96607.5,2330.0,1745.0,2024-01-01,Medium Sale
6379,Hamilton,Men's watch/Unisex,115087.5,1425.0,879.0,2024-01-01,Medium Sale
6381,Omega,Men's watch/Unisex,366300.0,407.0,311.0,2023-01-01,Low Sale
6383,Franc Vila,Men's watch/Unisex,800250.0,239.0,188.0,2024-01-01,Low Sale
6387,Laco,Men's watch/Unisex,30442.5,2330.0,1745.0,2024-01-01,Medium Sale
6389,Jaquet-Droz,Men's watch/Unisex,903375.0,3088.0,2340.0,2023-01-01,High Sale
6398,Alexander Shorokhoff,Men's watch/Unisex,755947.5,14642.0,448.0,2010-01-01,High Sale
6401,Certina,Women's watch,42982.5,360.0,247.0,2024-01-01,Low Sale
6406,Panerai,Men's watch/Unisex,502837.5,409.0,270.0,2022-01-01,Low Sale
6408,Norqain,Women's watch,160050.0,5467.0,3308.0,2024-01-01,High Sale
6413,Bedat & Co,Women's watch,453667.5,522.0,375.0,2024-01-01,Low Sale
6415,Cvstos,Men's watch/Unisex,1885125.0,476.0,406.0,2024-01-01,Low Sale
6416,Oris,Men's watch/Unisex,123667.5,2946.0,2094.0,2024-01-01,High Sale
6418,Swiss Military,Men's watch/Unisex,24997.5,14642.0,7436.0,2024-01-01,High Sale
6419,Lorus,Women's watch,6105.0,14642.0,7436.0,2024-01-01,High Sale
6420,Armand Nicolet,Men's watch/Unisex,130020.0,2439.0,1697.0,2024-01-01,Medium Sale
6425,Slava,Men's watch/Unisex,10725.0,14642.0,448.0,1983-01-01,High Sale
6428,Bulova,Men's watch/Unisex,80850.0,580.0,323.0,2024-01-01,Low Sale
6429,Poljot,Men's watch/Unisex,80437.5,1608.0,1189.0,2024-01-01,Medium Sale
6432,Zeppelin,Women's watch,24750.0,14642.0,7436.0,2024-01-01,High Sale
6435,Graham,Men's watch/Unisex,325875.0,3088.0,2340.0,2024-01-01,High Sale
6438,Tudor,Men's watch/Unisex,325875.0,615.0,435.0,2024-01-01,Low Sale
6441,Mühle Glashütte,Men's watch/Unisex,105600.0,726.0,550.0,2024-01-01,Medium Sale
6445,Rotary,Men's watch/Unisex,24090.0,14642.0,7436.0,2024-01-01,High Sale
6450,Wyler Vetta,Men's watch/Unisex,93967.5,343.0,300.0,2024-01-01,Low Sale
6451,Orient,Men's watch/Unisex,20790.0,956.0,443.0,2018-01-01,Medium Sale
6453,Chronoswiss,Men's watch/Unisex,124410.0,14642.0,448.0,2000-01-01,High Sale
6454,Grand Seiko,Men's watch/Unisex,371250.0,1606.0,1147.0,2021-01-01,Medium Sale
6455,Ingersoll,Men's watch/Unisex,29205.0,14642.0,7436.0,2024-01-01,High Sale
6457,Nivada,Men's watch/Unisex,59400.0,326.0,272.0,2024-01-01,Low Sale
6458,Venezianico,Men's watch/Unisex,59730.0,14642.0,448.0,2024-01-01,High Sale
6460,Lorus,Men's watch/Unisex,5362.5,14642.0,448.0,2018-01-01,High Sale
6461,Nixon,Men's watch/Unisex,8827.5,1608.0,1189.0,2024-01-01,Medium Sale
6472,Breil,Women's watch,3547.5,14642.0,448.0,2024-01-01,High Sale
6484,Kienzle,Men's watch/Unisex,15675.0,14642.0,448.0,2021-01-01,High Sale
6485,Roamer,Women's watch,8827.5,14642.0,448.0,1970-01-01,High Sale
6486,Zenith,Men's watch/Unisex,573375.0,2206.0,1611.0,2024-01-01,Medium Sale
6487,Casio,Men's watch/Unisex,39517.5,3061.0,2011.0,2023-01-01,High Sale
6488,Angular Momentum,Men's watch/Unisex,406147.5,566.0,448.0,2024-01-01,Low Sale
6497,Spinnaker,Men's watch/Unisex,23100.0,14642.0,7436.0,2024-01-01,High Sale
6499,Mondia,Women's watch,22275.0,1471.0,1161.0,1960-01-01,Medium Sale
6501,Accutron,Men's watch/Unisex,30442.5,14642.0,448.0,1970-01-01,High Sale
6503,Vulcain,Men's watch/Unisex,375870.0,398.0,334.0,2020-01-01,Low Sale
6504,Raymond Weil,Women's watch,28792.5,14642.0,448.0,2005-01-01,High Sale
6508,Cartier,Men's watch/Unisex,2227417.5,448.0,322.0,2024-01-01,Low Sale
6510,Baume & Mercier,Men's watch/Unisex,41167.5,2206.0,1611.0,2024-01-01,Medium Sale
6521,Norqain,Men's watch/Unisex,164835.0,299.0,200.0,2024-01-01,Low Sale
6523,Anonimo,Men's watch/Unisex,265567.5,14642.0,448.0,2024-01-01,High Sale
6530,Paul Picot,Women's watch,236032.5,263.0,183.0,2024-01-01,Low Sale
6539,Roger Dubuis,Men's watch/Unisex,494917.5,14642.0,448.0,2007-01-01,High Sale
6542,Rolex,Men's watch/Unisex,572962.5,523.0,332.0,2018-01-01,Low Sale
6546,Anonimo,Men's watch/Unisex,134227.5,14642.0,448.0,2007-01-01,High Sale
6547,Arnold & Son,Men's watch/Unisex,1856250.0,266.0,196.0,2024-01-01,Low Sale
6549,Vostok,Men's watch/Unisex,29535.0,496.0,412.0,1960-01-01,Low Sale
6556,Dugena,Men's watch/Unisex,12952.5,14642.0,448.0,2024-01-01,High Sale
6566,Waltham,Men's watch/Unisex,86955.0,14642.0,448.0,2021-01-01,High Sale
6571,TAG Heuer,Men's watch/Unisex,193875.0,1177.0,671.0,2024-01-01,Medium Sale
6572,Corum,Women's watch,309375.0,3088.0,2340.0,2024-01-01,High Sale
6576,Tommy Hilfiger,Women's watch,12787.5,14642.0,7436.0,2024-01-01,High Sale
6577,Quinting,Men's watch/Unisex,606375.0,811.0,642.0,2011-01-01,Medium Sale
6579,Omega,Men's watch/Unisex,536250.0,1153.0,859.0,2021-01-01,Medium Sale
6582,Cvstos,Men's watch/Unisex,581625.0,800.0,650.0,2006-01-01,Medium Sale
6583,Lacoste,Women's watch,13117.5,14642.0,7436.0,2024-01-01,High Sale
6585,NOMOS,Men's watch/Unisex,194947.5,314.0,258.0,2024-01-01,Low Sale
6591,Technomarine,Women's watch,178942.5,14642.0,448.0,2024-01-01,High Sale
6592,Anonimo,Men's watch/Unisex,267547.5,2153.0,1368.0,2024-01-01,Medium Sale
6599,Eterna,Men's watch/Unisex,130432.5,313.0,257.0,2024-01-01,Low Sale
6601,Rotary,Men's watch/Unisex,15097.5,14642.0,7436.0,2024-01-01,High Sale
6603,Pryngeps,Men's watch/Unisex,19717.5,14642.0,448.0,1991-01-01,High Sale
6607,Sandoz,Men's watch/Unisex,18150.0,760.0,484.0,1980-01-01,Medium Sale
6609,Ikepod,Men's watch/Unisex,61710.0,264.0,203.0,2024-01-01,Low Sale
6614,JeanRichard,Men's watch/Unisex,143137.5,360.0,247.0,2024-01-01,Low Sale
6619,Jaquet-Droz,Men's watch/Unisex,862125.0,3088.0,2340.0,2023-01-01,High Sale
6621,Jacques Lemans,Men's watch/Unisex,16005.0,1608.0,1189.0,2024-01-01,Medium Sale
6627,Chanel,Men's watch/Unisex,1301025.0,1424.0,742.0,2024-01-01,Medium Sale
6628,Mido,Men's watch/Unisex,57337.5,431.0,277.0,2024-01-01,Low Sale
6631,Concord,Men's watch/Unisex,107332.5,14642.0,448.0,2014-01-01,High Sale
6634,Swiss Military,Men's watch/Unisex,16005.0,14642.0,7436.0,2024-01-01,High Sale
6635,Franck Muller,Men's watch/Unisex,680047.5,702.0,545.0,2003-01-01,Low Sale
6637,Chronoswiss,Men's watch/Unisex,417285.0,476.0,406.0,2011-01-01,Low Sale
6642,Juvenia,Men's watch/Unisex,52305.0,14642.0,448.0,1960-01-01,High Sale
6646,Venezianico,Men's watch/Unisex,58162.5,819.0,672.0,2024-01-01,Medium Sale
6650,Seiko,Men's watch/Unisex,29700.0,1177.0,671.0,2024-01-01,Medium Sale
6667,Luminox,Men's watch/Unisex,44962.5,1425.0,879.0,2023-01-01,Medium Sale
6668,Union Glashütte,Men's watch/Unisex,209385.0,657.0,519.0,2024-01-01,Low Sale
6671,Edox,Women's watch,88605.0,1531.0,1106.0,2024-01-01,Medium Sale
6673,Sea-Gull,Men's watch/Unisex,60142.5,2054.0,1358.0,2022-01-01,Medium Sale
6675,Seiko,Men's watch/Unisex,132000.0,580.0,323.0,2024-01-01,Low Sale
6680,Montblanc,Men's watch/Unisex,156667.5,459.0,279.0,2021-01-01,Low Sale
6682,Sea-Gull,Men's watch/Unisex,33577.5,14642.0,448.0,2023-01-01,High Sale
6683,Swiss Military,Women's watch,35722.5,14642.0,7436.0,2024-01-01,High Sale
6684,Boucheron,Women's watch,2796750.0,266.0,196.0,2024-01-01,Low Sale
6685,Dietrich,Men's watch/Unisex,177127.5,1266.0,750.0,2024-01-01,Medium Sale
6686,Richard Mille,Men's watch/Unisex,15015000.0,243.0,153.0,2023-01-01,Low Sale
6688,Chanel,Women's watch,910800.0,1424.0,742.0,2024-01-01,Medium Sale
6690,Girard Perregaux,Men's watch/Unisex,659587.5,14642.0,448.0,2021-01-01,High Sale
6694,Swiss Military,Men's watch/Unisex,58080.0,14642.0,7436.0,2024-01-01,High Sale
6696,Union Glashütte,Men's watch/Unisex,248077.5,726.0,550.0,2024-01-01,Medium Sale
6698,Epos,Men's watch/Unisex,95122.5,14642.0,448.0,2024-01-01,High Sale
6699,Chopard,Men's watch/Unisex,866250.0,266.0,196.0,2024-01-01,Low Sale
6703,Strom,Men's watch/Unisex,3449325.0,566.0,448.0,2024-01-01,Low Sale
6708,Luminox,Men's watch/Unisex,44632.5,2073.0,1305.0,2024-01-01,Medium Sale
6711,Vacheron Constantin,Men's watch/Unisex,1944525.0,701.0,455.0,2023-01-01,Low Sale
6714,Davosa,Men's watch/Unisex,119460.0,726.0,550.0,2024-01-01,Medium Sale
6716,Traser,Men's watch/Unisex,45622.5,1474.0,1090.0,2024-01-01,Medium Sale
6719,Chanel,Women's watch,707025.0,2224.0,1454.0,2024-01-01,Medium Sale
6723,Tiffany,Women's watch,552337.5,361.0,255.0,2020-01-01,Low Sale
6725,Poljot,Men's watch/Unisex,246097.5,929.0,598.0,1997-01-01,Medium Sale
6726,Audemars Piguet,Men's watch/Unisex,2274937.5,1125.0,853.0,2024-01-01,Medium Sale
6727,Sector,Men's watch/Unisex,26812.5,14642.0,448.0,2007-01-01,High Sale
6728,Ingersoll,Men's watch/Unisex,26730.0,14642.0,7436.0,2024-01-01,High Sale
6730,Corum,Men's watch/Unisex,382800.0,3534.0,2000.0,1988-01-01,High Sale
6736,Jacob & Co.,Men's watch/Unisex,371167.5,522.0,375.0,2024-01-01,Low Sale
6737,Bulgari,Women's watch,115500.0,1153.0,859.0,2019-01-01,Medium Sale
6739,Ventura,Men's watch/Unisex,69795.0,264.0,203.0,2023-01-01,Low Sale
6744,Sinn,Men's watch/Unisex,267547.5,509.0,426.0,2003-01-01,Low Sale
6746,HYT,Men's watch/Unisex,2292840.0,322.0,253.0,2024-01-01,Low Sale
6749,Meistersinger,Men's watch/Unisex,461917.5,1463.0,1008.0,2023-01-01,Medium Sale
6753,Ventura,Men's watch/Unisex,259462.5,264.0,203.0,2010-01-01,Low Sale
6758,Mercury,Men's watch/Unisex,38032.5,14642.0,448.0,2024-01-01,High Sale
6765,Gruen,Men's watch/Unisex,30937.5,1393.0,862.0,1953-01-01,Medium Sale
6769,Shinola,Men's watch/Unisex,53625.0,14642.0,448.0,2015-01-01,High Sale
6789,Ming,Men's watch/Unisex,1315875.0,2206.0,1611.0,2024-01-01,Medium Sale
6790,Rolex,Men's watch/Unisex,1068375.0,448.0,322.0,2022-01-01,Low Sale
6792,Omega,Men's watch/Unisex,271012.5,409.0,270.0,2024-01-01,Low Sale
6797,Piaget,Men's watch/Unisex,1233375.0,3088.0,2340.0,2024-01-01,High Sale
6802,Chanel,Women's watch,920535.0,2224.0,1454.0,2024-01-01,Medium Sale
6803,Luminox,Men's watch/Unisex,84562.5,357.0,226.0,2023-01-01,Low Sale
6805,Frederique Constant,Women's watch,82500.0,219.0,144.0,2024-01-01,Low Sale
6815,Louis XVI,Men's watch/Unisex,52305.0,14642.0,7436.0,2024-01-01,High Sale
6817,Ventura,Men's watch/Unisex,129772.5,264.0,203.0,2013-01-01,Low Sale
6821,Lemania,Men's watch/Unisex,286192.5,14642.0,448.0,1975-01-01,High Sale
6834,Spinnaker,Men's watch/Unisex,31267.5,14642.0,7436.0,2024-01-01,High Sale
6835,Bulgari,Men's watch/Unisex,165000.0,1606.0,1147.0,2024-01-01,Medium Sale
6838,Sarcar,Men's watch/Unisex,61710.0,14642.0,448.0,1960-01-01,High Sale
6839,Gerald Charles,Men's watch/Unisex,1278502.5,435.0,394.0,2024-01-01,Low Sale
6840,Heuer,Men's watch/Unisex,773932.5,591.0,444.0,1970-01-01,Low Sale
6848,Bruno Söhnle,Men's watch/Unisex,26317.5,726.0,550.0,2021-01-01,Medium Sale
6850,Hamilton,Men's watch/Unisex,73837.5,2264.0,1331.0,2023-01-01,Medium Sale
6853,Ebel,Men's watch/Unisex,61710.0,455.0,357.0,2024-01-01,Low Sale
6857,Michel Herbelin,Women's watch,35722.5,2330.0,1745.0,2024-01-01,Medium Sale
6861,Dugena,Men's watch/Unisex,13860.0,14642.0,448.0,1965-01-01,High Sale
6866,Ball,Men's watch/Unisex,230917.5,459.0,279.0,2021-01-01,Low Sale
6867,Paul Picot,Men's watch/Unisex,201300.0,2053.0,1452.0,2022-01-01,Medium Sale
6871,Ernest Borel,Men's watch/Unisex,47850.0,313.0,257.0,2024-01-01,Low Sale
6876,Benzinger,Men's watch/Unisex,2362140.0,566.0,448.0,2024-01-01,Low Sale
6882,Grand Seiko,Men's watch/Unisex,519750.0,266.0,196.0,2024-01-01,Low Sale
6890,Junkers,Men's watch/Unisex,33000.0,14642.0,448.0,2024-01-01,High Sale
6899,Cuervo y Sobrinos,Men's watch/Unisex,210705.0,5467.0,3308.0,2023-01-01,High Sale
6902,Tecnotempo,Men's watch/Unisex,58575.0,14642.0,448.0,2022-01-01,High Sale
6905,Patek Philippe,Men's watch/Unisex,6183375.0,383.0,235.0,2010-01-01,Low Sale
6915,Michele,Women's watch,152625.0,431.0,277.0,2024-01-01,Low Sale
6918,Carl F. Bucherer,Women's watch,111127.5,2439.0,1697.0,2017-01-01,Medium Sale
6919,Philip Watch,Men's watch/Unisex,67072.5,14642.0,448.0,1990-01-01,High Sale
6921,Mb&f,Men's watch/Unisex,436260.0,217.0,185.0,2024-01-01,Low Sale
6923,Harry Winston,Men's watch/Unisex,1000065.0,393.0,284.0,2015-01-01,Low Sale
6927,Rolex,Men's watch/Unisex,742087.5,844.0,541.0,2021-01-01,Medium Sale
6932,Cuervo y Sobrinos,Men's watch/Unisex,173167.5,5467.0,3308.0,2024-01-01,High Sale
6935,U-Boat,Men's watch/Unisex,353677.5,549.0,480.0,2024-01-01,Low Sale
6939,Junghans,Men's watch/Unisex,15180.0,14642.0,448.0,2015-01-01,High Sale
6940,Audemars Piguet,Men's watch/Unisex,3790875.0,628.0,461.0,2021-01-01,Low Sale
6943,Frederique Constant,Men's watch/Unisex,71610.0,680.0,488.0,2021-01-01,Low Sale
6944,Rotary,Men's watch/Unisex,26400.0,14642.0,7436.0,2024-01-01,High Sale
6947,Ingersoll,Men's watch/Unisex,17820.0,14642.0,7436.0,2024-01-01,High Sale
6951,Mb&f,Men's watch/Unisex,6018375.0,3088.0,2340.0,2022-01-01,High Sale
6952,Diesel,Men's watch/Unisex,14355.0,14642.0,448.0,2019-01-01,High Sale
6958,Anonimo,Men's watch/Unisex,222750.0,239.0,188.0,2024-01-01,Low Sale
6961,Sarcar,Men's watch/Unisex,61710.0,14642.0,448.0,1960-01-01,High Sale
6964,Victorinox Swiss Army,Men's watch/Unisex,36795.0,14642.0,7436.0,2024-01-01,High Sale
6965,Wenger,Women's watch,22275.0,14642.0,7436.0,2024-01-01,High Sale
6970,Montblanc,Men's watch/Unisex,232650.0,3118.0,2465.0,2024-01-01,High Sale
6971,Omega,Men's watch/Unisex,395917.5,780.0,533.0,2024-01-01,Medium Sale
6973,Chopard,Men's watch/Unisex,412500.0,1606.0,1147.0,2024-01-01,Medium Sale
6978,Mido,Men's watch/Unisex,83572.5,602.0,437.0,2024-01-01,Low Sale
6983,Formex,Men's watch/Unisex,151222.5,3109.0,2199.0,2024-01-01,High Sale
6990,Eterna,Men's watch/Unisex,134145.0,1598.0,943.0,2024-01-01,Medium Sale
6991,Citizen,Men's watch/Unisex,16912.5,901.0,705.0,2024-01-01,Medium Sale
6996,Revue Thommen,Men's watch/Unisex,43725.0,511.0,383.0,2023-01-01,Low Sale
7000,Certina,Men's watch/Unisex,67072.5,935.0,670.0,1970-01-01,Medium Sale
7004,Lemania,Men's watch/Unisex,258555.0,1741.0,1261.0,2024-01-01,Medium Sale
7011,KHS,Men's watch/Unisex,26730.0,1608.0,1189.0,2024-01-01,Medium Sale
7012,Davosa,Men's watch/Unisex,93967.5,2330.0,1745.0,2024-01-01,Medium Sale
7013,Versace,Men's watch/Unisex,39022.5,14642.0,7436.0,2024-01-01,High Sale
7016,Bulgari,Men's watch/Unisex,789937.5,1125.0,853.0,2024-01-01,Medium Sale
7021,Sea-Gull,Men's watch/Unisex,18067.5,2054.0,1358.0,2024-01-01,Medium Sale
7022,Chronoswiss,Women's watch,143055.0,363.0,206.0,2000-01-01,Low Sale
7029,Rado,Men's watch/Unisex,65505.0,2030.0,1397.0,1990-01-01,Medium Sale
7032,Cuervo y Sobrinos,Men's watch/Unisex,231330.0,5467.0,3308.0,2024-01-01,High Sale
7037,Sector,Men's watch/Unisex,33577.5,14642.0,448.0,2000-01-01,High Sale
7047,Union Glashütte,Men's watch/Unisex,322080.0,3109.0,2199.0,2024-01-01,High Sale
7052,Hublot,Men's watch/Unisex,903375.0,3088.0,2340.0,2024-01-01,High Sale
7053,Mühle Glashütte,Men's watch/Unisex,153862.5,1741.0,1377.0,2024-01-01,Medium Sale
7054,Breitling,Men's watch/Unisex,181417.5,448.0,322.0,2000-01-01,Low Sale
7055,Zenith,Men's watch/Unisex,412087.5,791.0,574.0,2024-01-01,Medium Sale
7059,Bomberg,Men's watch/Unisex,88605.0,14642.0,448.0,2023-01-01,High Sale
7068,A. Lange & Söhne,Men's watch/Unisex,3122707.5,14642.0,448.0,2018-01-01,High Sale
7069,Atlantic,Men's watch/Unisex,71527.5,2073.0,1305.0,2024-01-01,Medium Sale
7078,Hermès,Men's watch/Unisex,625432.5,374.0,327.0,2024-01-01,Low Sale
7082,Laco,Men's watch/Unisex,30442.5,428.0,348.0,2024-01-01,Low Sale
7089,Hamilton,Men's watch/Unisex,32587.5,1425.0,879.0,2024-01-01,Medium Sale
7091,Jaquet-Droz,Men's watch/Unisex,948750.0,1153.0,859.0,2022-01-01,Medium Sale
7095,Roamer,Men's watch/Unisex,9652.5,14642.0,448.0,1950-01-01,High Sale
7100,TAG Heuer,Men's watch/Unisex,271837.5,615.0,435.0,2022-01-01,Low Sale
7101,Oris,Men's watch/Unisex,281820.0,2224.0,1454.0,2021-01-01,Medium Sale
7102,Bell & Ross,Men's watch/Unisex,862125.0,1177.0,671.0,2024-01-01,Medium Sale
7105,Gallet,Men's watch/Unisex,192390.0,433.0,321.0,1940-01-01,Low Sale
7110,Baume & Mercier,Women's watch,165000.0,1606.0,1147.0,2024-01-01,Medium Sale
7111,Luminox,Men's watch/Unisex,49087.5,1425.0,879.0,2021-01-01,Medium Sale
7113,Certina,Men's watch/Unisex,46117.5,470.0,401.0,2023-01-01,Low Sale
7124,Universal Genève,Men's watch/Unisex,134227.5,356.0,328.0,1970-01-01,Low Sale
7129,Armani,Men's watch/Unisex,44715.0,14642.0,448.0,2024-01-01,High Sale
7134,Police,Men's watch/Unisex,8002.5,14642.0,7436.0,2024-01-01,High Sale
7137,Bruno Söhnle,Men's watch/Unisex,44715.0,7780.0,5149.0,2024-01-01,High Sale
7138,Dior,Men's watch/Unisex,412500.0,249.0,172.0,2019-01-01,Low Sale
7139,Armand Nicolet,Men's watch/Unisex,125317.5,14642.0,448.0,2022-01-01,High Sale
7147,HYT,Men's watch/Unisex,1037437.5,1125.0,853.0,2018-01-01,Medium Sale
7149,Alpina,Men's watch/Unisex,49500.0,14642.0,448.0,2021-01-01,High Sale
7150,Bell & Ross,Men's watch/Unisex,2475000.0,266.0,196.0,2023-01-01,Low Sale
7159,Corum,Men's watch/Unisex,441375.0,249.0,172.0,2022-01-01,Low Sale
7168,Vostok,Men's watch/Unisex,28545.0,1608.0,1189.0,2024-01-01,Medium Sale
7175,Dior,Women's watch,626340.0,14642.0,448.0,2011-01-01,High Sale
7185,Laurent Ferrier,Men's watch/Unisex,3048375.0,3088.0,2340.0,2024-01-01,High Sale
7190,Lemania,Men's watch/Unisex,161947.5,374.0,268.0,1975-01-01,Low Sale
7192,Mondia,Men's watch/Unisex,17820.0,14642.0,448.0,2012-01-01,High Sale
7194,Glycine,Men's watch/Unisex,53212.5,2953.0,2449.0,2022-01-01,High Sale
7196,Chopard,Women's watch,1237500.0,284.0,199.0,2001-01-01,Low Sale
7201,Union Glashütte,Men's watch/Unisex,139590.0,1121.0,790.0,2024-01-01,Medium Sale
7202,Union Glashütte,Men's watch/Unisex,186615.0,2482.0,1600.0,2024-01-01,Medium Sale
7203,Cartier,Men's watch/Unisex,798187.5,2662.0,1789.0,2024-01-01,Medium Sale
7210,Atlantic,Men's watch/Unisex,62535.0,2073.0,1305.0,2024-01-01,Medium Sale
7215,Pequignet,Men's watch/Unisex,501022.5,358.0,312.0,2024-01-01,Low Sale
7218,Glashütte Original,Men's watch/Unisex,495000.0,271.0,204.0,2022-01-01,Low Sale
7219,Vostok,Men's watch/Unisex,14190.0,805.0,552.0,2024-01-01,Medium Sale
7220,Venezianico,Men's watch/Unisex,98010.0,819.0,672.0,2024-01-01,Medium Sale
7224,Rolex,Men's watch/Unisex,3547500.0,544.0,399.0,2022-01-01,Low Sale
7234,Festina,Men's watch/Unisex,43972.5,1177.0,671.0,2024-01-01,Medium Sale
7242,Union Glashütte,Men's watch/Unisex,175395.0,1121.0,790.0,2024-01-01,Medium Sale
7243,Technos,Men's watch/Unisex,53625.0,14642.0,448.0,1943-01-01,High Sale
7246,Paul Picot,Men's watch/Unisex,339982.5,421.0,289.0,2024-01-01,Low Sale
7251,Patek Philippe,Men's watch/Unisex,2054250.0,327.0,212.0,2024-01-01,Low Sale
7255,Traser,Men's watch/Unisex,99330.0,14642.0,7436.0,2024-01-01,High Sale
7257,Arnold & Son,Men's watch/Unisex,1233375.0,3088.0,2340.0,2024-01-01,High Sale
7259,Tudor,Men's watch/Unisex,239250.0,250.0,165.0,2019-01-01,Low Sale
7261,Harry Winston,Men's watch/Unisex,1971337.5,546.0,372.0,2024-01-01,Low Sale
7265,Epos,Men's watch/Unisex,125812.5,14642.0,448.0,2018-01-01,High Sale
7271,Wyler Vetta,Men's watch/Unisex,84975.0,343.0,300.0,2024-01-01,Low Sale
7272,Ebel,Men's watch/Unisex,155677.5,343.0,300.0,2024-01-01,Low Sale
7285,Alexander Shorokhoff,Men's watch/Unisex,133320.0,1474.0,1090.0,2024-01-01,Medium Sale
7286,Franck Muller,Women's watch,272167.5,400.0,200.0,2024-01-01,Low Sale
7288,Tissot,Men's watch/Unisex,58327.5,580.0,323.0,2023-01-01,Low Sale
7290,Ball,Men's watch/Unisex,82417.5,1463.0,1008.0,2023-01-01,Medium Sale
7291,Breitling,Men's watch/Unisex,367125.0,431.0,277.0,2024-01-01,Low Sale
7293,Citizen,Men's watch/Unisex,43807.5,393.0,284.0,2024-01-01,Low Sale
7296,Zenith,Men's watch/Unisex,899250.0,266.0,196.0,2024-01-01,Low Sale
7297,Rolex,Men's watch/Unisex,1105500.0,544.0,399.0,2021-01-01,Low Sale
7303,Aerowatch,Women's watch,116737.5,219.0,179.0,2024-01-01,Low Sale
7308,Luminox,Men's watch/Unisex,61462.5,1425.0,879.0,2022-01-01,Medium Sale
7311,Wenger,Women's watch,14107.5,14642.0,7436.0,2024-01-01,High Sale
7313,Norqain,Men's watch/Unisex,252285.0,850.0,610.0,2024-01-01,Medium Sale
7315,Hanhart,Men's watch/Unisex,195937.5,1076.0,944.0,2024-01-01,Medium Sale
7321,Grand Seiko,Men's watch/Unisex,221100.0,225.0,173.0,2024-01-01,Low Sale
7324,Versace,Women's watch,26730.0,14642.0,7436.0,2024-01-01,High Sale
7326,Dubey & Schaldenbrand,Men's watch/Unisex,366960.0,2439.0,1697.0,2024-01-01,Medium Sale
7328,Jacques Lemans,Men's watch/Unisex,31350.0,14642.0,448.0,2017-01-01,High Sale
7336,Zeppelin,Women's watch,31267.5,2330.0,1745.0,2024-01-01,Medium Sale
7337,Mathey-Tissot,Men's watch/Unisex,59400.0,14642.0,448.0,2021-01-01,High Sale
7340,Jorg Hysek,Men's watch/Unisex,354420.0,987.0,750.0,2024-01-01,Medium Sale
7345,Certina,Men's watch/Unisex,20955.0,470.0,401.0,2023-01-01,Low Sale
7351,ZRC,Men's watch/Unisex,392782.5,1076.0,944.0,2024-01-01,Medium Sale
